lang	sentence
jv	Yen lara, awake dewe wis kaya kutub
jv	Wajahe mbak e iku kaya srengenge
jv	Wajahe mbak e iku kaya mendung
jv	Kulite cah kuwi kaya salju
jv	Kulite cah kuwi kaya areng
jv	Lapangan iku bentukane kaya segara
jv	Lapangan iku bentukane kaya kolam
jv	Mlayune wis kaya kancil
jv	Mlayune wis kaya kura
jv	Saben lebaran omah iki kaya pasar
jv	Saben lebaran omah iki kaya kuburan
jv	Bangunan iki rasane kaya wit ringin
jv	Bangunan iki rasane kaya wit tela
jv	Simbah suarane kaya udan
jv	Simbah suarane kaya gluduk
jv	Cah iku yen dikandhani kaya watu
jv	Cah iku yen dikandhani kaya banyu
jv	Panganan iki rasane kaya bintang lima, nanging regane bintang lima
jv	Panganan iki rasane kaya bintang lima, nanging regane kaki lima
jv	Nardi iki piye carane sikatan, untune wis kaya emas 24 karat
jv	Nardi iki piye carane sikatan, untune wis kaya gamping
jv	Pak Danu yen kena masalah berubah dadi singa
jv	Pak Danu yen kena masalah berubah dadi kucing
jv	Mbak e nduweni awak kaya gitar spanyol
jv	Mbak e nduweni awak kaya guci
jv	Wis dididik, diajari sampe sukses, bocah kuwi kaya kacang
jv	Wis dididik, diajari sampe sukses, bocah kuwi kaya penyu
jv	Ibu yen nesu kaya Gunung Merapi
jv	Ibu yen nesu kaya segara
jv	Mobil iku ghoib
jv	Mobil iku pasaran
jv	Deni yen wis nari kaya godhong ceblok
jv	Deni yen wis nari kaya robot
jv	Kowe apa wis mangan? Kok polahmu kaya banteng nesu
jv	Kowe apa wis mangan? Kok polahmu kaya kucing luwe
jv	Wong yen wis gedhe iku ojo kaya katak ning njero tempurung
jv	Wong yen wis gedhe iku kaya walet
jv	Motor iku yen ditumpaki wis kaya jet
jv	Motor iku yen ditumpaki wis kaya dokar
jv	Ndek sekolah, Andi iku bintang kelas
jv	Ndek sekolah, Andi iku juru kunci kelas
jv	Aldi lan Doni iku sahabat sing wis kaya rante
jv	Aldi lan Doni iku sahabat sing wis kaya senar
jv	Pengawas ujian iku nduweni mata kaya elang
jv	Pengawas ujian iku nduweni mata kaya lawa
jv	Wong iku kulite kaya kulit bayi
jv	Wong iku kulite kaya kulit boyo
jv	Masa depane cah kuwi kaya siang
jv	Masa depane cah kuwi kaya malam
jv	Sikapmu kaya srengenge
jv	Sikapmu kaya es batu
jv	Adike Doni perawakane kaya gajah
jv	Adike Doni perawakane kaya semut
jv	Yen didelok, Pak Guru iku sikape kaya banyu nang godhong talas
jv	Yen didelok, Pak Guru iku sikape kaya watu
jv	Guyune kaya gula jawa
jv	Guyune kaya kopi
jv	Pasangan iku yen didelok kaya banyu lan minyak
jv	Pasangan iku yen didelok kaya alas lan udan
jv	Rambute kaya kain sutra
jv	Rambute kaya kain wol
jv	Urip iki kaya mampir ngombe
jv	Urip iki kaya mlaku adoh
jv	Bocah kuwi nemu omah umpama tumbu oleh tutup
jv	Bocah kuwi nemu omah umpama kuthuk marani sunduk
jv	Rasa ombenan alkohol kuwi umpama pait madu
jv	Rasa ombenan alkohol kuwi umpama legi racun
jv	Bocah kembar iku raine kaya bhumi karo langit
jv	Bocah kembar iku raine kaya pring diparuh
jv	Pancen dadi polisi kuwi kaya cebol nggayuh lintang
jv	Pancen dadi polisi kuwi kaya nemu mas ing omah dewe
jv	Dadi anak pak lurah uripe kaya kalungan mas
jv	Dadi anak pak lurah uripe kaya kalungan wesi
jv	Isuk iki Jogja hawane kaya banyu umup
jv	Isuk iki Jogja hawane kaya es ning gunung
jv	Bapak guru ngewenehi tugas kaya arep nggawe candi
jv	Bapak guru ngewenehi tugas kaya nandur pari
jv	Menungso kuwi umur e umpama arca sewu tahun
jv	Menungso kuwi umur e umpama capung sedina
jv	Mlayune atlet kuwi kaya keong mlayu
jv	Mlayune atlet kuwi kaya macan mlaku
jv	Adhiku pengen duwe omah sing kaya alas wit sewu
jv	Adhiku pengen duwe omah sing kaya pagupon dara
jv	Gani kesohor amarga swarane kaya pithik kluruk
jv	Gani kesohor amarga swarane kaya kucing turu
jv	Drijine Marni rupane kaya mucuk ri
jv	Drijine Marni rupane kaya mucuk pring
jv	Jare Dinda, kalebu ing jurusan teknik kuwi kaya cecak nguntal boyo
jv	Jare Dinda, kalebu ing jurusan teknik kuwi kaya ndulang mas ning tambak
jv	Senajan sugih, Pak Tomo kerjane kaya diuber utang
jv	Senajan sugih, Pak Tomo kerjane kaya duwe inten sekarung
jv	Nek ketemu tonggo, bocah kuwi pancen kaya ngemut inten
jv	Nek ketemu tonggo, bocah kuwi pancen kaya temu dulur
jv	Penyanyi iku pancen swarane kaya tembang sinom
jv	Penyanyi iku pancen swarane kaya kumbang nyinom
jv	Banyu ing Surabaya umpama embun ning ndhuwur kaca
jv	Banyu ing Surabaya umpama embun kacampur awu
jv	Hendra kuwi omongane kaya abang-abang lambe
jv	Hendra kuwi omongane kaya kacekel tangan sepisan
jv	Masakane Bu Mardi rasane kaya dhaharan sultan
jv	Masakane Bu Mardi rasane kaya panganan wong lara
jv	Saben dina toko kuwi kaya gula dirubung semut
jv	Saben dina toko kuwi kaya kuburan wayah bengi
jv	Ning panggung, penari srimpi kae obahe umpama kembang kesenggol angin
jv	Ning panggung, penari srimpi kae obahe umpama kayu mati
jv	Yen ana wong takon Yuli sing endi, omongana yen dekne sing alise kaya wulan tumuju tanggal sepisan
jv	Yen ana wong takon Yuli sing endi, omongana yen dekne sing alise kaya merang sawah
jv	Umar bali sekolah mlakune kaya macan luwe
jv	Umar bali sekolah mlakune kaya macan nguber kidang
jv	Lakune bocah kuwi ning keluargane umpama kidang kencana ning tengah alas
jv	Lakune bocah kuwi ning keluargane umpama buta kala ning alengka
jv	Mimpi dadi presiden pancen kaya Petruk arep dadi ratu
jv	Mimpi dadi presiden pancen kaya Semar mbangun kayangan
jv	Sinau sejarah ning sekolah umpama ngenteni babon ngendhok
jv	Sinau sejarah ning sekolah umpama dolanan ning pasar malem
jv	Kerja ning kantor pemerintah kaya numpak gethek ning Kali Brantas
jv	Kerja ning kantor pemerintah kaya numpak gethek ning Bengawan Solo
jv	Ning TV saiki akeh pejabat sing umpama duwe ajining godhong garing
jv	Ning TV saiki akeh pejabat sing umpama lelaku ratu adil
jv	Nalika zaman semono, rega beras kaya tuku emas kang disepuh
jv	Nalika zaman semono, rega beras kaya tuku kerikil
jv	Sejatine, urip ning mancanegara kaya mecahke kendhil isi banyu
jv	Sejatine, urip ning mancanegara kaya ngisi banyu ning kendhil
jv	Carita kae marai ati rasa kaya dicacah gaman
jv	Carita kae marai ati rasa kaya disiram banyu kembang
jv	Urip ning jobo kutha san saya umpama udan watu geni
jv	Urip ning jobo kutha san saya umpama udan banyu
jv	Mimpi sing mau bengi kaya kembang turu
jv	Mimpi sing mau bengi kaya diuber demit
jv	Angin ning pantura pancen padha karo banteng playon
jv	Angin ning pantura pancen padha karo umbul-umbul keterak bayu
jv	Ning kuthaku, wong kang mbangun pabrik kaya jamur wayah udan
jv	Ning kuthaku, wong kang mbangun pabrik kaya ngitung driji tangan siji
jv	Ngelakoni kerja ning pabrik kuwi umpama nguyahi segara
jv	Ngelakoni kerja ning pabrik kuwi umpama nandur lombok ning tegalan
jv	Dadi anak bontot ning keluarga iki padha kaya nggendong watu sak gunung
jv	Dadi anak bontot ning keluarga iki padha kaya nggendong kapas sak genggem
jv	Ngelakoni urip dadi santri ana wae ceritane senajan umpama surya wayah sore
jv	Ngelakoni urip dadi santri ana wae ceritane senajan umpama kesasar ning alas roban
jv	Bapake yen kerja sampe kaya adol tangan karo sikil
jv	Bapake yen kerja sampe kaya adol omongan
jv	Nuruti dhawuhe wong tuwa dadi umpama nggenggem bara geni
jv	Nuruti dhawuhe wong tuwa dadi umpama nggenggem tembaga wesi
jv	Tenangane wong kuwi kaya ngangkat kebo limo
jv	Tenangane wong kuwi kaya kambrukan wulu
jv	Enteke dhuwit gajiku umpama ngetutke miline banyu
jv	Enteke dhuwit gajiku umpama dipendhem nggo mangsa ketelu
jv	Urip ning perkampungan Jakarta kaya tinemu sadulur tunggal getih
jv	Urip ning perkampungan Jakarta kaya ngorbanake getih
jv	Nek gawe pegawe kantor iki, keputusan mau isuk kaya gong tinabuh
jv	Nek gawe pegawe kantor iki, keputusan mau isuk kaya nabuh kenong
jv	Keputusan sing digawe Bu Dwi wis kaya kayu jati ngadeg-jejeg
jv	Keputusan sing digawe Bu Dwi wis kaya wedi ning pinggir segara
jv	Lia lan adhine kaya kopi dibanjur susu
jv	Lia lan adhine kaya lenga karo banyu
jv	Didikan keluargane umpama prajurit Jepang arep tempur
jv	Didikan keluargane umpama cul-culane kuthuk
jv	Bener jare wong kene yen Bu Lurah tumindake kaya pucuk kertas nyeset driji
jv	Bener jare wong kene yen Bu Lurah tumindake kaya nyiram madu
jv	Doni karo Yanti pancen kaya Rama Sinta ing pewayangan
jv	Doni karo Yanti pancen kaya Rahwana Sinta ing pewayangan
jv	Nyawang esemmu rasane kaya angin semilir
jv	Nyawang esemmu rasane kaya panase neraka
jv	Sepur iku suarane kaya manuk pentet
jv	Sepur iku suarane kaya manuk dares
jv	Awakmu iku kaya wesi
jv	Awakmu iku kaya kapuk
jv	Kucing kuwi obah kaya sepur
jv	Kucing kuwi obah kaya becak
jv	Sinden dangdut suarane kaya manuk kutilang
jv	Sinden dangdut suarane kaya bebek
jv	Kelekmu mambu kaya telek pithik
jv	Kelekmu mambu kaya kembang melati
jv	Manuk dara mabur kaya montor mabur
jv	Manuk dara mabur kaya keong
jv	Ngenteni awakmu teka rasane kaya sewu tahun
jv	Ngenteni awakmu teka rasane kaya limang detik
jv	Gawe kowe percaya iku kaya malik dlamaan tangan
jv	Gawe kowe percaya iku kaya munggah gunung lawu
jv	Sega warung iku rasane kaya mangan watu
jv	Sega warung iku rasane kaya mangan bubur
jv	Berita iku ditampa kaya ngeleg obat
jv	Berita iku ditampa kaya ngeleg idu
jv	Wong iku leh mlaku kaya numpak montor mabur
jv	Wong iku leh mlaku kaya numpak keong
jv	Rupane wingi kaya peteng wayah bengi
jv	Rupane wingi kaya srengenge tengah hari
jv	Omongane bu guru kaya landhep pedang
jv	Omongane bu guru kaya kethul karet
jv	Wayah esuk hawane kaya es
jv	Wayah esuk hawane kaya geni
jv	Banjir sasi wingi duwure kaya tugu monas
jv	Banjir sasi wingi duwure kaya tungkak
jv	Omongane isa kaya korek gas
jv	Omongane isa kaya banyu adem
jv	Temok omah iku dicet werna areng
jv	Temok omah iku dicet werna pupur
jv	Bantal iki rasane kaya kapuk
jv	Bantal iki rasane kaya watu
jv	Apel iku rasane kaya asem
jv	Apel iku rasane kaya tebu
jv	Mangsa ngarep wong iku ibarat padhang esuk
jv	Mangsa ngarep wong iku ibarat mangsa surup
jv	Mripatku yen yah mene dinggo ndelok kaya bening kaca
jv	Mripatku yen yah mene dinggo ndelok kaya buthek banyu
jv	Werno wulu kucing iku kaya areng
jv	Werno wulu kucing iku kaya salju
jv	Cah loro iku kelet kaya tluth
jv	Cah loro iku pisahan kaya padu
jv	Fahmi mangan sega kaya ora mangan limang dina
jv	Fahmi mangan sega kaya kewaregen bubar prasmanan
jv	Keluargaku saben dina mangan telo
jv	Keluargaku saben dina mangan iwak
jv	Raihan mambune kaya kembang
jv	Raihan mambune kaya mayit
jv	Omahe Jokowi ambane kaya laut kidul
jv	Omahe Jokowi ambane kaya gang tikus
jv	Kowe takdongakne kaya penyu laut
jv	Kowe takdongakne kaya jengklong
jv	Ambune awakmu wes kaya wedhus
jv	Ambune awakmu wes kaya kembang melati
jv	Tresnaku marang sliramu iku kaya gajah
jv	Tresnaku marang sliramu iku kaya semut
jv	Banyu omah iki rasane kaya banyu es
jv	Banyu omah iki rasane kaya wedhang ronde
jv	Nyawang esemme mantan rasane kaya tebu
jv	Nyawang esemme mantan rasane kaya godhong kates
jv	Omah iku kaya digawe saka emas
jv	Omah iku kaya digawe saka kayu
jv	Montor iku digawe seka wesi
jv	Montor iku digawe seka kayu
jv	Rasane panganan iki kaya iwak pithik
jv	Rasane panganan iki kaya tempe godhog
jv	Tresnaku marang awakmu seamba laut biru
jv	Tresnaku marang awakmu sesempit bolongan dom
jv	Ngenteni Surya adus iku kaya satus tahun
jv	Ngenteni Surya adus iku kaya limang menit
jv	Febri jajan kaya tanggal nom
jv	Febri jajan kaya tanggal tuwa
jv	Jaka urip ing omah tembok
jv	Jaka urip ing omah kardus
jv	Adi rewel merga wetenge muni
jv	Adi rewel merga wetenge wareg
jv	Gambar iku kaya langit kebak bintang
jv	Gambar iku kaya langit kemeluk
jv	Wong kaya kowe iku kaya pasir pantai
jv	Wong kaya kowe iku kaya watu akik
jv	Polisi iku sifate kaya asu galak
jv	Polisi iku sifate kaya anak kucing
jv	Raimu tak sawang-sawang kaya Luna Maya
jv	Raimu tak sawang-sawang kaya Mak Lampir
jv	Bapak tuku kacang kaya dompete kandel
jv	Bapak tuku kacang kaya dompete tipis
jv	Meja kerjane bapak digawe saka kayu jati
jv	Meja kerjane bapak digawe saka gedebog gedhang
jv	Omahe kancaku kaya keraton
jv	Omahe kancaku kaya kos kosan
jv	Parkiran omahe paklik kaya lapangan bal-balan
jv	Parkiran omahe paklik kaya teras omah
jv	Dina iki aku ibarat nemu duit
jv	Dina iki aku ibarat kebanan
jv	Kanggo dheweke, uripe kaya ndeleng pemandangan sing apik
jv	Kanggo dheweke, uripe kaya ing bar wesi
jv	Dheweke nulungi ibune sing wis tuwa kaya mikul beras sepuluh sak
jv	Dheweke nulungi ibune sing wis tuwa kaya nggowo kresek isi krupuk
jv	Dheweke yen kerjo kaya jaran nalika mlayu
jv	Dheweke yen kerjo kaya keong nalika mlayu
jv	Nalika turu swarane ngorok kaya knalpot mobil lawas lan lungse
jv	Nalika turu swarane ngorok kaya maling mlaku
jv	Ujian uripe wong kuwi ibarat udan deres gak mandek-mandek
jv	Ujian uripe wong kuwi ibarat sirah botak jarang rambute
jv	Ibu nggawa koper gedhene sak omah
jv	Ibu nggawa koper gedhene sak kotak petelot
jv	Pikirane kaya rel sepur
jv	Pikirane kaya slerekane kathok
jv	Karir artis iku kaya gabus dilebokake ing banyu
jv	Karir artis iku kaya watu dilebokake ing banyu
jv	Omahe kaya kraton raja
jv	Omahe kaya omah soko karton lan triplek
jv	Pendukunge Pak Rangga dadi bupati kayata busa ing samodra
jv	Pendukunge Pak Rangga dadi bupati kayata jamaah sholat subuh ing masjid
jv	Manggon ing omah iki kaya swarga
jv	Manggon ing omah iki kaya neraka
jv	Swasana desa iki kaya pasar
jv	Swasana desa iki kaya kuburan
jv	Swarane masku nek nyanyi koyo swarane Didi kempot
jv	Swarane masku nek nyanyi koyo tutup panci njeblok
jv	Kulite wong wedok iku kaya kulit bayi
jv	Kulite wong wedok iku kaya kulit salak
jv	Dina iki hawa ing njaba krasa kaya ing kutub lor
jv	Dina iki hawa ing njaba krasa kaya ana ing gurun wedi
jv	Semangate nandhang pacoban urip iku kaya raja singa ing tengah alas
jv	Semangate nandhang pacoban urip iku kaya kura-kura sing kerep ndhelik ing cangkang
jv	Nalika ngrampungake masalah dheweke kaya ombak ing tengah samodra
jv	Nalika ngrampungake masalah dheweke kaya gunung
jv	Ponakanku yen sekolah kaya kidang sing pinter lan lincah
jv	Ponakanku yen sekolah kaya tumpukan kayu
jv	Sabare kaya samodra
jv	Sabare kaya bolongan sedotan
jv	Mentale kaya baja
jv	Mentale kaya tempe
jv	Esemmu koyo rembulan sing madhangi wengi kang peteng ndhedhet
jv	Esemmu koyo jeruk durung mateng nanging wis dipetik
jv	Mbak Siti mbagi wektune kaya bebek sing baris
jv	Mbak Siti mbagi wektune kaya macet kenderaan ing ibu kota
jv	Yen nyuarake panemune kaya nggeroman macan
jv	Yen nyuarake panemune kaya buntut tikus sing kecepit ing lawang
jv	Ukuran awak bocah iku kaya gajah
jv	Ukuran awak bocah iku kaya semut
jv	Rambute bocah iku kaya kain sutra
jv	Rambute bocah iku kaya sapu aren
jv	Kekancan kita ibarat rante
jv	Kekancan kita ibarat kayu padat sing kerep kena banyu
jv	Tresnaku marang sliramu sejeroning samudra Hindia
jv	Tresnaku marang sliramu jerone kaya kolam bocah
jv	Mlayune kaya macan tutul nguber mangsane
jv	Mlayune kaya keong kebon
jv	Awake kaya bal basket
jv	Awake kaya cagak daya
jv	Anake pasangan kuwi kaya cacahe anggota pemaine sepak bola
jv	Anake pasangan kuwi kaya cacahing wiji rambutan
jv	Adikku yen ndek omah kaya manuk beo
jv	Adikku yen ndek omah kaya wong loro untu
jv	Uripe bocah kuwi kaya manuk sing mabur bebas ing langit
jv	Uripe bocah kuwi kaya manuk ing kandhang
jv	Omongan tanggaku kaya driji kenek peso sing landhep
jv	Omongan tanggaku kaya teh sing diombe yen udan
jv	Kendaraane mlaku kaya angin
jv	Kendaraane mlaku kaya macan luwe
jv	Wong wedok iku kaya polahe semut
jv	Wong wedok iku kaya polahe kebo
jv	Yen nggawakne oleh-oleh kaya abote watu
jv	Yen nggawakne oleh-oleh kaya entheng kapas
jv	Hubungan katresnan kita kaya crita Romeo lan Juliet
jv	Hubungan katresnan kita kaya asu lan kucing
jv	Raine koncoku kaya aspal dalan gedhe
jv	Raine koncoku kaya dalane deso ora roto akeh krikile
jv	Hubungan seduluranku karo mbakyuku iku ibarat manungsa karo oksigen
jv	Hubungan seduluranku karo mbakyuku iku ibarat banyu lan lengo
jv	Dalan-dalan ing desaku lampune kaya ing pasar malam
jv	Dalan-dalan ing desaku lampune kaya ing warung-warunge cah enom
jv	Bapake koncoku iku kaya raden werkudara
jv	Bapake koncoku iku kaya buto ijo
jv	Bapak tirine sifate kaya Gatot Kaca
jv	Bapak tirine sifate kaya Sengkuni
jv	Nalika ngawasi ujian, pandelenge guru iku kaya manuk garudha ngarah mangsane
jv	Nalika ngawasi ujian, pandelenge guru iku kaya bocah cilik ditembangake
jv	Masku nalika ngumbara kaya kebo seng ileng mulih menyang kandhange
jv	Masku nalika ngumbara kaya kacang lali karo kulitnya
jv	Wong kuwi sifate kaya bathok bolu isi madu
jv	Wong kuwi sifate kaya drum kosong menehi swara banter
jv	Dheweke nek nari kaya ombak ular-ular.
jv	Dheweke nek nari kaya robot diuripake bateraine
jv	Aku lan kowe kaya pinang dibelah loro
jv	Aku lan kowe kaya awan lan wengi
jv	Dheweke mlumpat kaya kangguru
jv	Dheweke mlumpat kaya kelinci
jv	Awake kaya inti bumi
jv	Awake kaya es batu
jv	
jv	1
jv	
jv	1
jv	Roke mbak Ayu dowone kaya telung kilan
jv	Roke mbak Ayu dowone kaya nyapu dalan
jv	Perasaane wong lanang iku dijodohne tonggone dewe kaya ketiban duren
jv	Perasaane wong lanang iku dijodohne tonggone dewe kaya ketiban ondo
jv	Kamare mas Andi kaya kandang kewan
jv	Kamare mas Andi kaya kamar hotel
jv	Udan awan ini kaya banyu langsung diguyur soko dhuwur
jv	Udan awan ini kaya sitok-sitok banyune jeblok
jv	Semangate urip wong kuwi ibarat terus ngibadah ngiro urip muk sampe sesok
jv	Semangate urip wong kuwi ibarat enthong mlungker ndek njero godhong gedhang
jv	Wong lanang iku nemui bapake pacare kaya Werkudhara
jv	Wong lanang iku nemui bapake pacare kaya Petruk
jv	Nek gaekne susu nggo anake kaya banyu
jv	Nek gaekne susu nggo anake kaya santen soko kambil tuwek
jv	Areke nek gae janji kaya merpati
jv	Areke nek gae janji kaya ndelok gajah numpak becak
jv	Bondone wong tuane ibarat pitung turunan gak entek-entek
jv	Bondone wong tuane ibarat muk klambi lan kathok ndek awak
jv	Cah enom mburi omahku kuwi yen ngetokne duwit dipikir kanggone
