startphrase,ending1,ending2,labels
Cahaya lampu kota ini apabila malam seperti ratusan bintang di permukaan bumi.,Kota tersebut penuh cahaya.,Kota tersebut tidak terlihat cahayanya.,0
Cahaya lampu kota ini apabila malam seperti kunang-kunang di siang hari.,Kota tersebut penuh cahaya.,Kota tersebut tidak terlihat cahayanya.,1
"Ibarat tinggal di neraka, semenjak ayah menikah lagi.","Setelah ayah menikah lagi, kehidupan semakin buruk.","Setelah ayah menikah lagi, kehidupan sangat indah.",0
"Ibarat tinggal di surga, semenjak ayah menikah lagi.","Setelah ayah menikah lagi, kehidupan semakin buruk.","Setelah ayah menikah lagi, kehidupan sangat indah.",1
Guru Dita kesabarannya seluas samudra.,Guru Dita sangat sabar.,Guru Dita tidak sabaran.,0
Guru Dita kesabarannya seluas empang.,Guru Dita sangat sabar.,Guru Dita tidak sabaran.,1
Larinya secepat cheetah.,Larinya cepat.,Larinya lambat.,0
Larinya secepat kura-kura.,Larinya cepat.,Larinya lambat.,1
"Mendengar ucapannya, aku merasa seperti ditusuk belati.",Ucapan yang menyakitkan.,Ucapan yang menyenangkan.,0
"Mendengar ucapannya, aku merasa seperti dibelai kekasih.",Ucapan yang menyakitkan.,Ucapan yang menyenangkan.,1
Sepatuku harum seperi ladang bunga.,Sepatunya harum.,Sepatunya bau.,0
Sepatuku harum seperi tong sampah.,Sepatunya harum.,Sepatunya bau.,1
Pencuri yang kecerdasannya laksana kancil.,Pencuri yang cerdik.,Pencuri yang bodoh.,0
Pencuri yang kecerdasannya laksana keledai.,Pencuri yang cerdik.,Pencuri yang bodoh.,1
Pernikahan mereka layaknya Popeye & Olive.,Pernikahan yang romantis.,Pernikahan yang penuh pertengkaran.,0
Pernikahan mereka layaknya Popeye & Bluto.,Pernikahan yang romantis.,Pernikahan yang penuh pertengkaran.,1
"Sejak menikah, hidupnya bagaikan burung yang terbang bebas.",Hidupnya bebas.,Hidupnya tidak bebas.,0
"Sejak menikah, hidupnya bagaikan burung dalam kerangkeng.",Hidupnya bebas.,Hidupnya tidak bebas.,1
Wajahku dan adikku ibarat bumi & langit.,Wajah adik kakak yang sangat berbeda.,Wajah adik kakak yang sangat mirip.,0
Wajahku dan adikku ibarat pinang di belah dua.,Wajah adik kakak yang sangat berbeda.,Wajah adik kakak yang sangat mirip.,1
Kecepatan mobil elektrik buatan Indonesia sudah seperti kecepatan jet.,Kecepatan mobil itu cepat.,Kecepatan mobil itu lambat.,0
Kecepatan mobil elektrik buatan Indonesia sudah seperti kecepatan delman.,Kecepatan mobil itu cepat.,Kecepatan mobil itu lambat.,1
Pemenang lomba menyanyi kalau tidur ngoroknya seperti nyanyian angin.,Suara ngoroknya merdu.,Suara ngoroknya berisik.,0
Pemenang lomba menyanyi kalau tidur ngoroknya seperti suara knalpot.,Suara ngoroknya merdu.,Suara ngoroknya berisik.,1
Jangan bertindak seperti cacing kepanasan.,Tindakan yang penuh gelisah.,Tindakan yang terlalu santai.,0
Jangan bertindak seperti orang berpelesir.,Tindakan yang penuh gelisah.,Tindakan yang terlalu santai.,1
Bisnis orang tuanya ibarat bisnis yang gulung tikar.,Bisnisnya bangkrut.,Bisnisnya sukses.,0
Bisnis orang tuanya ibarat bisnis yang menuju puncak.,Bisnisnya bangkrut.,Bisnisnya sukses.,1
Temanku tingkahnya serasa dirinya berdarah bangsawan.,Temannya bertingkah layaknya orang kaya.,Temannya bertingkah layaknya orang miskin.,0
Temanku tingkahnya serasa dirinya pemilik dapur tidak berasap.,Temannya bertingkah layaknya orang kaya.,Temannya bertingkah layaknya orang miskin.,1
Masuk ke perusahaan ini ibarat masuk mulut buaya.,Masuk ke perusahaan yang berbahaya.,Masuk ke perusahaan yang membuat aman& nyaman.,0
Masuk ke perusahaan ini ibarat masuk rumah sendiri.,Masuk ke perusahaan yang berbahaya.,Masuk ke perusahaan yang membuat aman& nyaman.,1
Harga pakaian di Pasar Cigasong sekarang bagai membeli kacang goreng.,Harga pakaian sangat murah.,Harga pakaian sangat mahal.,0
Harga pakaian di Pasar Cigasong sekarang bagai membeli pesawat pribadi.,Harga pakaian sangat murah.,Harga pakaian sangat mahal.,1
Omongan tetangga Rina seakan lidah tak bertulang.,Omongan tetangga yang menyakitkan.,Omongan tetangga yang manis didengar.,0
Omongan tetangga Rina seakan  mulut berbau madu.,Omongan tetangga yang menyakitkan.,Omongan tetangga yang manis didengar.,1
Rezeki datang tak terduga seperti air surut.,Rezeki yang datangnya sedikit.,Rezeki yang datangnya banyak.,0
Rezeki datang tak terduga seperti air pasang.,Rezeki yang datangnya sedikit.,Rezeki yang datangnya banyak.,1
Politisi pilihan ayahku macam pemain handal.,Politisi yang jago dan berpengalaman.,Politisi yang belum berpengalaman.,0
Politisi pilihan ayahku macam anak kemarin sore.,Politisi yang jago dan berpengalaman.,Politisi yang belum berpengalaman.,1
Mengerjakan tugas Python itu ibarat bertempur di medan perang.,Tugas Python yang tidak menyenangkan.,Tugas Python yang menyenangkan.,0
Mengerjakan tugas Python itu ibarat menari diiringi musik.,Tugas Python yang tidak menyenangkan.,Tugas Python yang menyenangkan.,1
Laptop yang dibelikan suaminya sepopuler Avanza di Indonesia.,Laptop sejuta umat.,Laptop langka.,0
Laptop yang dibelikan suaminya sepopuler mobil antik keluaran 70an.,Laptop sejuta umat.,Laptop langka.,1
Semoga rumahmu nanti sebesar kastil.,Rumah yang besar.,Rumah yang kecil.,0
Semoga rumahmu nanti sebesar kotak sepatu.,Rumah yang besar.,Rumah yang kecil.,1
Harga makanan yang dibeli pacarku bagaikan dibuat oleh chef bintang lima.,Makanannya mahal.,Makanannya murah.,0
Harga makanan yang dibeli pacarku bagaikan dibuat oleh  chef kaki lima.,Makanannya mahal.,Makanannya murah.,1
Investasi Bitcoin sekarang ini ibarat deposito berbunga tinggi.,Investasi Bitcoin menguntungkan.,Investasi Bitcoin merugikan.,0
Investasi Bitcoin sekarang ini ibarat membayar KPR dengan bunga tinggi.,Investasi Bitcoin menguntungkan.,Investasi Bitcoin merugikan.,1
"Seperti air menenang, karirku sekarang.",Karir yang diam ditempat.,Karir yang bergerak mengikuti arus yang seharusnya.,0
"Seperti air mengalir, karirku sekarang.",Karir yang diam ditempat.,Karir yang bergerak mengikuti arus yang seharusnya.,1
Cuaca hari ini seperti panasnya neraka.,Cuacanya panas.,Cuacanya dingin.,0
Cuaca hari ini seperti dinginnya Kutub Utara.,Cuacanya panas.,Cuacanya dingin.,1
Kue buatan temanku rasanya seperti makan mangga ketika musimnya.,Kuenya enak dimakan.,Kuenya tidak enak dimakan.,0
Kue buatan temanku rasanya seperti makan jarum ketika sariawan.,Kuenya enak dimakan.,Kuenya tidak enak dimakan.,1
Timbangan badanku macam bergerak ke kiri.,Timbangan badanku turun.,Timbangan badanku naik.,0
Timbangan badanku macam bergerak ke kanan.,Timbangan badanku turun.,Timbangan badanku naik.,1
Bau badannya sudah seperti bau duren.,Badannya bau.,Badannya harum.,0
Bau badannya sudah seperti bau bunga.,Badannya bau.,Badannya harum.,1
"Walau masih mahasiswa, tapi hari-harinya macam karyawan lembur.",Hari-harinya sibuk.,Hari-harinya tidak sibuk.,0
"Walau masih mahasiswa, tapi hari-harinya macam karyawan kena phk.",Hari-harinya sibuk.,Hari-harinya tidak sibuk.,1
"Setiap lelaki itu bersuara, ucapannya bagaikan buaya darat.",Ucapannya penuh gombalan.,Ucapannya penuh nasihat.,0
"Setiap lelaki itu bersuara, ucapannya bagaikan guru ngaji dengan muridnya.",Ucapannya penuh gombalan.,Ucapannya penuh nasihat.,1
"Seberat kapas, begitulah beban hidup Dani.",Bebah hidup Dani ringan.,Bebah hidup Dani berat.,0
"Seberat ikan paus, begitulah beban hidup Dani.",Bebah hidup Dani ringan.,Bebah hidup Dani berat.,1
Nasihat ibu terkadang semanis permen.,Nasihat ibu terkadang enak didengar.,Nasihat ibu terkadang tidak enak didengar.,0
Nasihat ibu terkadang semanis jamu.,Nasihat ibu terkadang enak didengar.,Nasihat ibu terkadang tidak enak didengar.,1
Buku koleksi adikku sebanyak pasir di pantai.,Bukunya banyak sekali.,Bukunya nyaris tidak ada.,0
Buku koleksi adikku sebanyak bunga di musim gugur.,Bukunya banyak sekali.,Bukunya nyaris tidak ada.,1
Sinta dan Mayang itu bagai pinang dibelah dua.,Sinta dan Mayang sangat mirip.,Sinta dan Mayang sangat berbeda.,0
Sinta dan Mayang itu bagai langit dan bumi.,Sinta dan Mayang sangat mirip.,Sinta dan Mayang sangat berbeda.,1
Diam itu emas.,Diam itu membawa dampak positif.,Diam itu membawa dampak negatif.,0
Diam itu sampah.,Diam itu membawa dampak positif.,Diam itu membawa dampak negatif.,1
Aku seperti umbi-umbian di mata atasan.,Aku tidak berharga bagi atasan.,Aku berharga bagi atasan.,0
Aku seperti anak emas di mata atasan.,Aku tidak berharga bagi atasan.,Aku berharga bagi atasan.,1
Tanah Pasundan diciptakan seakan Tuhan sedang tersenyum.,Wilayah Pasundan amat indah.,Wilayah Pasundan amat jelek.,0
Tanah Pasundan diciptakan seakan Tuhan sedang marah.,Wilayah Pasundan amat indah.,Wilayah Pasundan amat jelek.,1
Kedelai itu dirawat petani layaknya anak sendiri.,Kedelai itu dirawat petani dengan sungguh-sungguh.,Kedelai itu dirawat petani dengan serampangan.,0
Kedelai itu dirawat petani layaknya anak tiri.,Kedelai itu dirawat petani dengan sungguh-sungguh.,Kedelai itu dirawat petani dengan serampangan.,1
Ibu membesarkan anaknya dengan sepenuh hati.,Ibu merawat anaknya dengan kasih sayang.,Ibu merawat anaknya dengan ogah-ogahan.,0
Ibu membesarkan anaknya dengan setengah hati.,Ibu merawat anaknya dengan kasih sayang.,Ibu merawat anaknya dengan ogah-ogahan.,1
Guru memberikan materi seolah tidak ada hari esok.,Guru memberi materi sebanyak-banyaknya.,Guru memberi materi secukupnya.,0
Guru memberikan materi seolah masih ada hari esok.,Guru memberi materi sebanyak-banyaknya.,Guru memberi materi secukupnya.,1
Hari ini cuacanya seperti berada di Padang Mahsyar.,Cuaca hari ini sangat panas.,Cuaca hari ini sangat dingin.,0
Hari ini cuacanya seperti berada di di puncak gunung Bromo.,Cuaca hari ini sangat panas.,Cuaca hari ini sangat dingin.,1
Youtuber itu makan nasi padang seolah perutnya sudah penuh.,Youtuber itu makan nasi padang dengan porsi sedikit.,Youtuber itu makan nasi padang dengan porsi sangat banyak.,0
Youtuber itu makan nasi padang seolah perutnya masih bisa memelar seperti karet.,Youtuber itu makan nasi padang dengan porsi sedikit.,Youtuber itu makan nasi padang dengan porsi sangat banyak.,1
Harimau itu memiliki bulu bagai lukisan abstrak yang estetik.,Bulu harimau itu sangat indah.,Bulu harimau itu sangat buruk.,0
Harimau itu memiliki bulu bagai lukisan anak TK yang belum bisa menggambar.,Bulu harimau itu sangat indah.,Bulu harimau itu sangat buruk.,1
Resesi 2023 seperti petani yang mengalami gagal panen.,Resesi 2023 menyeramkan.,Resesi 2023 sepele.,0
Resesi 2023 seperti anak SD yang kehilangan sebiji permen.,Resesi 2023 menyeramkan.,Resesi 2023 sepele.,1
"Ketika Geisha menyanyi, dia seolah membius semua penonton.",Nyanyian Geisha memukau bagi penonton.,Nyanyian Geisha menjijikkan bagi penonton.,0
"Ketika Geisha menyanyi, dia seolah menghantui semua penonton.",Nyanyian Geisha memukau bagi penonton.,Nyanyian Geisha menjijikkan bagi penonton.,1
Indonesia memiliki banyak destinasi wisata yang masih perawan.,Banyak destinasi wisata di Indonesia yang masih alami.,Banyak destinasi wisata di Indonesia yang sudah terekspos.,0
Indonesia memiliki banyak destinasi wisata yang sudah terjamah.,Banyak destinasi wisata di Indonesia yang masih alami.,Banyak destinasi wisata di Indonesia yang sudah terekspos.,1
Rambutnya bagai ombak samudra yang berkilau tertimpa sinar rembulan di malam hari.,Rambutnya bergelombang indah.,Rambutnya kaku takterawat.,0
Rambutnya bagai sapu ijuk.,Rambutnya bergelombang indah.,Rambutnya kaku takterawat.,1
"Bagi Nouval, banyaknya harta adalah alasan yang merekahkan bibirnya dengan kebahagiaan. .","Bagi Nouval, harta adalah sumber kebahagiaan.","Bagi Nouval, harta adalah sumber kesengsaraan.",0
"Bagi Nouval, banyaknya harta adalah cobaan yang memuakkan. .","Bagi Nouval, harta adalah sumber kebahagiaan.","Bagi Nouval, harta adalah sumber kesengsaraan.",1
Anak laki-laki dalam adat Jawa adalah pusaka yang sangat dipuja.,Anak laki-laki dalam adat Jawa dinilai sangat berharga.,Anak laki-laki dalam adat Jawa dinilai tidak berharga.,0
Anak laki-laki dalam adat Jawa adalah beban keluarga.,Anak laki-laki dalam adat Jawa dinilai sangat berharga.,Anak laki-laki dalam adat Jawa dinilai tidak berharga.,1
Peran perempuan dalam adat Jawa bagaikan cat putih yang dipulaskan di atas tembok yang sudah berwarna putih.,Peran perempuan dalam adat Jawa sangat tidak punya pengaruh.,Peran perempuan dalam adat Jawa sangat berpengaruh.,0
Peran perempuan dalam adat Jawa bagaikan cat hitam yang dipulaskan di atas tembok berwarna putih.,Peran perempuan dalam adat Jawa sangat tidak punya pengaruh.,Peran perempuan dalam adat Jawa sangat berpengaruh.,1
Beras miskin adalah simbol kemakmuran yang menyengkan bagi sebagian besar warga Indonesia.,Beras miskin adalah simbol kekayaan bagi sebagian besar warga Indonesia.,Beras miskin adalah simbol kemiskinan bagi sebagian besar warga Indonesia.,0
Beras miskin adalah simbol kemelaratan yang memilukan bagi sebagian besar warga Indonesia.,Beras miskin adalah simbol kekayaan bagi sebagian besar warga Indonesia.,Beras miskin adalah simbol kemiskinan bagi sebagian besar warga Indonesia.,1
Belajar matematika itu bagai melihat hantu di rumah sakit angker yang sudah kosong berpuluh-puluh tahun.,Belajar matematika itu menakutkan.,Belajar matematika itu menyenangkan.,0
Belajar matematika itu bagai bertemu dan mengobrol dengan artis idola secara langsung.,Belajar matematika itu menakutkan.,Belajar matematika itu menyenangkan.,1
Minum kopi saat senja itu seperti Adam yang pada akhirnya bisa bertemu lagi dengan Hawa setelah sekian lama.,Minum kopi saat senja itu rasanya melegakan.,Minum kopi saat senja itu rasanya membawa penyesalan.,0
